text,dominant_topic,topic_contribution
"Then, you watch the waves down below, the foam on top of the waves, and you watch the seagulls. Then the fog will roll in. You won’t be able to see anything. So you go back to your car and go back to the airport, and use your return ticket to Phoenix, and come from the airport directly",2,0.38156724161639916
What other problem did you get over on your trip to Dallas?,6,0.5095418608131337
"Yes, you had another problem, a very troublesome problem. I don’t know how long you’ve had it. Now you are over it. But tell the students what your other problem was.",6,0.5121947542906954
"I know you don’t have any other problem now, but what was the other problem you solved in Dallas?",6,0.4721618579372245
"아니요. 나는 당신에게 단 한 가지 질문만 할 것이고, 그러면 당신은 당신의 문제가 무엇이었는지 스스로 알게 될 것입니다.",9,0.899999999979901
"Now, I am going to ask you as a group, What were her problems? (Pause.) And I’ll say in advance she had three main problems. What were they? (Pause)",2,0.6906296138537613
I’ll help you in your thinking. She didn’t have an airplane phobia. She just thought she had an airplane phobia. I heard every word she said. I said all the important words to you that I heard her say.,1,0.48603919861678696
You all don’t need to shout the answers at once. Take your turns.,2,0.819989772194019
"Speak for yourself, John.",5,0.6999999998672222
"Now what was the other problem? She said, “I don’t know of any other problem. If you say so, I must have had another problem.” I said, “You did have another problem. Now it’s corrected. Now when you weren’t flying, you were in a car, buses and trains. You had no trouble on the train. And in the car or a bus, what happened when you came to a suspension bridge — a long one?”",6,0.3934320409711939
"You see, you didn’t listen. She didn’t have a phobia for airplanes. She said, “I’m comfortable in a plane, and when it lifts off I begin shuddering.” and I know that when a plane lifts off it’s an enclosed space with no visible means of support. The same with an elevator. The same with a bus on a suspension bridge. You can’t see the support at either end; you look to the right and look to the left. You are up in the air. Onboard a train, she had proof of support, auditory proof of the clicking of the wheels on the rails, so she didn’t have any phobia in the compartment of a train. She could hear the outside support.",3,0.31079229641907063
"And I can wonder a year later how each of you will remember that story. Because I have told it many times, and a year later one of my students will tell me about that case and I hear variations of my case. Mary sometimes is a man. Because when you talk to people, they hear you in their language.",6,0.3741484729782744
"I can get any one of you to think about your school by saying “University of Wisconsin.” I can tell you I was born in the Sierra Nevada Mountains, and all of you will know where you were born. You think about that. I speak about my sisters, and you think about yours if you have some — or you think about not having sisters, if you don’t have sisters. We respond to the spoken word in terms of our own learnings. Therapists ought to keep that in mind.",6,0.5342546434744447
"Now, how many of you have been here before? Any of you been here before?",0,0.1
You have? How long ago?,2,0.6999872633075294
Don’t tell on me. How many of you believe in Aladdin’s lamp?,5,0.6017290694377917
"How many of you believe in Aladdin’s lamp? I have an Aladdin’s lamp. Aladdin would stroke the lamp and a genie came out. I have a modernized Aladdin’s lamp. I put the plug into the wall socket and the genie comes out. I’m willing to let you see my genie. She is very friendly. She likes to smile and wink and kiss. But remember, she belongs to me.",5,0.8528038051718505
I just happen to remember that Mrs. Erickson is not home this afternoon. Otherwise I would invite you in to see my genie. I know you doubt me. You doubt that that is Count Dracula too.,5,0.5211065105923066
Then don’t be around here at midnight; you are going to lose some blood.,2,0.6043122879623166
"And, that is the other point I make. In teaching, in therapy, you are very careful to use humor, because your patients bring in enough grief, and they don’t need all that grief and sorrow. You better get them into a more pleasant frame of mind right away.",5,0.4416692182452627
Would you find a card there for me please?,3,0.5499999996885275
"There is a black card there. I am going to pass this around for all of you to read. It was sent to me by my daughter, Betty Alice. She was in college. Usually an Erickson will receive a nice card, and cross off the name of the sender and send it on to someone else. For example, my sister sent my wife a birthday card. My wife crossed off my sister’s name, signed it herself and sent it to somebody else in the family. My sister was the 35th person to get that card.",3,0.5819779697598413
Read the outside seriously and then open it and read the inside. Consider the effect on a depressed patient and read that card. It’s a very beneficial card for them to read.,3,0.5705503802166619
I give my depressed patients that card to read.,3,0.4200001937106297
"I remind all my other students that if you are interested in buying Indian jewelry, one place that you can be sure of your value is at the Heard Museum on Central Avenue. You will be sold true Indian jewelry. In all the stores, you get plastic turquoise, turquoise mixed with plastic, reconstituted turquoise and fake silver, fake gold. At the Heard Museum, which is the museum of the Southwest, you can buy the genuine stuff. The Heard Museum is worthwhile visiting.",8,0.4729893254737383
