pattern_id,state,state_label,output
ERICKSON_FUTURE_PACING_AND_DISSOCIATIVE_TASK,RAPPORT,Rapport Building (라포 형성기),"When you get to Tucson, you’ll absentmindedly find a parking lot and park your car and you look arou..."
ERICKSON_FUTURE_PACING_DISTRACTION,RAPPORT,Rapport Building (라포 형성기),"Go to the hospital, cooperate in every way, except you explain that you want no medication of any so..."
ERICKSON_RE_INDUCTION_UTILIZATION,RAPPORT,Rapport Building (라포 형성기),"All right, just close your eyes. Go into a trance very deeply and do a repetition of what you did th..."
ERICKSON_REFRAMING_METAPHOR,METAPHOR,Metaphor Insertion (은유 삽입기),"When her husband finished the law examination, he returned that evening so that he could see the Ari..."
ERICKSON_CONGRUENCE_EXPECTANCY,RAPPORT,Rapport Building (라포 형성기),"You are going to accomplish your purpose, your goal. And I am very confident. I look confident. I ac..."
ERICKSON_CONGRUENCE_AND_AUTHORITY,RAPPORT,Rapport Building (라포 형성기),I had no doubt when I told her to go into a trance. I had no doubts about her. I had no doubt about ...
ERICKSON_REFRAMING_AND_DOUBLE_BIND,RAPPORT,Rapport Building (라포 형성기),"좋습니다. 내가 그 문제를 다루겠습니다. 깊은 최면 상태로 들어가십시오. 만약 당신의 요통이 유기적인 기초에 근거한 것이거나 척추 자체에 문제가 있는 것이라면, 내가 하는 어떤 말..."
ERICKSON_UTILIZATION_AND_REFERRAL,RAPPORT,Rapport Building (라포 형성기),Nine years is a long time. I’m not able to give you an x-ray and the kind of physical examination th...
ERICKSON_POST_HYPNOTIC_SUGGESTION,ACTION,Call to Action (행동 촉구기),And now you do those exercises and live a well-balanced life of activity and inactivity....
ERICKSON_DIRECT_SUGGESTION,ACTION,Call to Action (행동 촉구기),"You just told me in a waking state about menstrual cramps and you want relief from them. So, underst..."
ERICKSON_DIRECT_AUTHORITY_ANESTHESIA,RAPPORT,Rapport Building (라포 형성기),Go into a trance and listen carefully. I want you to develop a hypnotic anesthesia for menstrual cra...
ERICKSON_UNCONSCIOUS_WISDOM_AND_UTILIZATION,RAPPORT,Rapport Building (라포 형성기),Your body is a lot wiser than you are. You haven’t got menstrual cramps. I gave you a hypnotic anest...
ERICKSON_PRECISION_SUGGESTION,ACTION,Call to Action (행동 촉구기),"Your body knows more about you than you do. So when you do therapy with a patient, know what you are..."
ERICKSON_REFRAMING_AND_MINIMIZATION,RAPPORT,Rapport Building (라포 형성기),"Now, as for the lawyer, all I did for him was to make him think Arizona was a nice place to live, an..."
ERICKSON_INDIRECT_ANECDOTE,METAPHOR,Metaphor Insertion (은유 삽입기),I didn’t do anything to her except tell her about that lawyer....
ERICKSON_UTILIZATION_TRUISM,RAPPORT,Rapport Building (라포 형성기),Now all of you will listen to things I say. All of you will apply what I say in accordance with your...
ERICKSON_UTILIZATION_CHOICE,RAPPORT,Rapport Building (라포 형성기),"Well, how do you want your phobia treated?..."
ERICKSON_CHALLENGE_EXPECTANCY,RAPPORT,Rapport Building (라포 형성기),I don’t know if you are a good hypnotic subject...
ERICKSON_CHALLENGE_PRESENT_MOMENT,RAPPORT,Rapport Building (라포 형성기),That was a long time ago. How good are you now?...
ERICKSON_CHALLENGE_AND_UTILIZATION,RAPPORT,Rapport Building (라포 형성기),I’ll have to test you....
ERICKSON_DIRECT_INDUCTION_WITH_UTILIZATION,RAPPORT,Rapport Building (라포 형성기),"You are a good hypnotic subject. I really don’t know how you behave on a plane, so I want to put you..."
ERICKSON_COMPLIANCE_SET_PROVOCATION,RAPPORT,Rapport Building (라포 형성기),"내가 당신을 돕기 전에, 당신이 이해해주길 바라는 게 하나 있습니다. 당신은 서른 중반의 꽤 아름다운 여성입니다. 그리고 나는 남자죠. 내가 비록 휠체어에 앉아 있지만, 당신은 내..."
ERICKSON_CONSCIOUS_UNCONSCIOUS_BRIDGE,RAPPORT,Rapport Building (라포 형성기),"Now that you’ve given me that promise, I’m going to put you in a trance and ask for a similar promis..."
ERICKSON_RATIFICATION_COMMITMENT,ACTION,Call to Action (행동 촉구기),You promised both in a trance state and in a waking state — your absolute promise...
ERICKSON_DIRECT_COMMAND_SPECIFICITY,ACTION,Call to Action (행동 촉구기),"Now, I can treat you for your airplane phobia. Go into a trance and hallucinate being 35,000 feet up..."
ERICKSON_EXTERNALIZATION_METAPHOR,METAPHOR,Metaphor Insertion (은유 삽입기),"And now, I want you to have the plane descend and by the time it reaches the ground all your fears a..."
ERICKSON_DIRECT_UTILIZATION,RAPPORT,Rapport Building (라포 형성기),"Betty, sit in that chair...."
ERICKSON_PARADOXICAL_TERMINATION,RESISTANCE,Resistance Bypassing (저항 우회기),"Your therapy is complete. Have a good time flying to Dallas and flying back to Phoenix, and call me ..."
ERICKSON_REINFORCEMENT_UTILIZATION,RAPPORT,Rapport Building (라포 형성기),Would you be willing to tell your story to four students of mine whom I am tutoring for their Ph.D. ...
ERICKSON_DIRECT_INDUCTION,RAPPORT,Rapport Building (라포 형성기),"Now, I would like to have you go into a trance, right here and now...."
ERICKSON_POST_HYPNOTIC_SUGGESTION,ACTION,Call to Action (행동 촉구기),"Now, in this trance I want you to go down to the airport in Phoenix, buy a ticket to San Francisco, ..."
ERICKSON_ANECDOTE_REFRAMING,METAPHOR,Metaphor Insertion (은유 삽입기),"Now, I will tell you a bit about the history of that bridge. The pylons supporting the bridge were 7..."
ERICKSON_SENSORY_PACING_AND_AMNESIA,RAPPORT,Rapport Building (라포 형성기),"Then, you watch the waves down below, the foam on top of the waves, and you watch the seagulls. Then..."
ERICKSON_PRESUPPOSITION,RAPPORT,Rapport Building (라포 형성기),What other problem did you get over on your trip to Dallas?...
ERICKSON_PRESUPPOSITION_TIME_SHIFT,RAPPORT,Rapport Building (라포 형성기),"Yes, you had another problem, a very troublesome problem. I don’t know how long you’ve had it. Now y..."
ERICKSON_PRESUPPOSITION_TEMPORAL_SHIFT,RAPPORT,Rapport Building (라포 형성기),"I know you don’t have any other problem now, but what was the other problem you solved in Dallas?..."
ERICKSON_STRATEGIC_REFUSAL_PRESUPPOSITION,RAPPORT,Rapport Building (라포 형성기),"아니요. 나는 당신에게 단 한 가지 질문만 할 것이고, 그러면 당신은 당신의 문제가 무엇이었는지 스스로 알게 될 것입니다...."
ERICKSON_DIRECT_INQUIRY_WITH_PRESUPPOSITION,RAPPORT,Rapport Building (라포 형성기),"Now, I am going to ask you as a group, What were her problems? (Pause.) And I’ll say in advance she ..."
ERICKSON_REFRAMING_AND_INDIRECT_SUGGESTION,ACTION,Call to Action (행동 촉구기),I’ll help you in your thinking. She didn’t have an airplane phobia. She just thought she had an airp...
ERICKSON_PERMISSIVE_SUGGESTION,ACTION,Call to Action (행동 촉구기),You all don’t need to shout the answers at once. Take your turns....
ERICKSON_REFRAMING_PROJECTION,RAPPORT,Rapport Building (라포 형성기),"Speak for yourself, John...."
ERICKSON_PRESUPPOSITION_AND_PROBING,RAPPORT,Rapport Building (라포 형성기),"Now what was the other problem? She said, “I don’t know of any other problem. If you say so, I must ..."
ERICKSON_REFRAMING_LOGIC,RAPPORT,Rapport Building (라포 형성기),"You see, you didn’t listen. She didn’t have a phobia for airplanes. She said, “I’m comfortable in a ..."
ERICKSON_SUBJECTIVE_PERCEPTION,RAPPORT,Rapport Building (라포 형성기),And I can wonder a year later how each of you will remember that story. Because I have told it many ...
ERICKSON_TRANSDERIVATIONAL_SEARCH,RAPPORT,Rapport Building (라포 형성기),I can get any one of you to think about your school by saying “University of Wisconsin.” I can tell ...
ERICKSON_TRUISM_INQUIRY,RAPPORT,Rapport Building (라포 형성기),"Now, how many of you have been here before? Any of you been here before?..."
ERICKSON_INTERROGATIVE_PACING,RAPPORT,Rapport Building (라포 형성기),You have? How long ago?...
ERICKSON_CONSPIRATORIAL_RAPPORT,RAPPORT,Rapport Building (라포 형성기),Don’t tell on me. How many of you believe in Aladdin’s lamp?...
ERICKSON_METAPHOR_UTILIZATION,METAPHOR,Metaphor Insertion (은유 삽입기),How many of you believe in Aladdin’s lamp? I have an Aladdin’s lamp. Aladdin would stroke the lamp a...
ERICKSON_PLAYFUL_PROVOCATION,RAPPORT,Rapport Building (라포 형성기),I just happen to remember that Mrs. Erickson is not home this afternoon. Otherwise I would invite yo...
ERICKSON_DIRECT_SUGGESTION_WITH_IMPLICATION,ACTION,Call to Action (행동 촉구기),Then don’t be around here at midnight; you are going to lose some blood....
ERICKSON_UTILIZATION_HUMOR,RAPPORT,Rapport Building (라포 형성기),"And, that is the other point I make. In teaching, in therapy, you are very careful to use humor, bec..."
ERICKSON_INDIRECT_SUGGESTION,ACTION,Call to Action (행동 촉구기),Would you find a card there for me please?...
ERICKSON_ANECDOTE_UTILIZATION,METAPHOR,Metaphor Insertion (은유 삽입기),There is a black card there. I am going to pass this around for all of you to read. It was sent to m...
ERICKSON_INDIRECT_SUGGESTION_THROUGH_ROLE,ACTION,Call to Action (행동 촉구기),Read the outside seriously and then open it and read the inside. Consider the effect on a depressed ...
ERICKSON_DIRECT_SEEDING,RAPPORT,Rapport Building (라포 형성기),I give my depressed patients that card to read....
ERICKSON_TRUISM_CONTRAST,RAPPORT,Rapport Building (라포 형성기),"I remind all my other students that if you are interested in buying Indian jewelry, one place that y..."
ERICKSON_DIRECTIVE_TASKING,ACTION,Call to Action (행동 촉구기),"And, go down here three-quarters of a mile to Glendale Avenue, and go East to Lincoln Drive. Glendal..."
ERICKSON_EXPERIENTIAL_LEARNING,RAPPORT,Rapport Building (라포 형성기),"Because I believe that patients and students should do things. They learn better, remember better. B..."
ERICKSON_UTILIZATION_AND_METAPHOR,METAPHOR,Metaphor Insertion (은유 삽입기),"The best time is not in the heat of the day. Go at sunrise, after dark, midnight gives you a wonderf..."
ERICKSON_CURIOSITY_INDUCTION,RAPPORT,Rapport Building (라포 형성기),"In Phoenix. It is a magnificent Botanical Garden, and there are two particular things to see in the ..."
ERICKSON_COGNITIVE_DISSONANCE_FUTURE_PACING,RAPPORT,Rapport Building (라포 형성기),And the Boojum Tree will give you a problem. When you see it you will know intellectually that it is...
ERICKSON_FUTURE_PACING_AND_SUGGESTION,RAPPORT,Rapport Building (라포 형성기),Let them find out for themselves. And there are Creeping Devils. You will find them near the Boojum ...
ERICKSON_TRUISM_AND_SYMBOLIC_CLOSURE,RAPPORT,Rapport Building (라포 형성기),"Now, I am going to go into the house, drink some water and go to bed. I’ll wake up tomorrow morning ..."
ERICKSON_UTILIZATION_INTERRUPT,RESISTANCE,Resistance Bypassing (저항 우회기),"So, now I am going to change the seating arrangement. See how she tries not to look at me. Because y..."
ERICKSON_UTILIZATION_PACING,RAPPORT,Rapport Building (라포 형성기),You kept avoiding my glance....
ERICKSON_TRUISM_FRAME,RAPPORT,Rapport Building (라포 형성기),"When we were very young, we were willing to learn. And the older we grow, the more restrictions we p..."
ERICKSON_PATTERN_INTERRUPTION,RESISTANCE,Resistance Bypassing (저항 우회기),Seven. Ten. One. Five. Two. Four. Six. Three. Eight. Nine. What did I just do?...
ERICKSON_CONFUSION_UTILIZATION,RESISTANCE,Resistance Bypassing (저항 우회기),I will do it again. Nine. Five. Three. Six. Two. One. Seven. Ten. Eight. How many of you have heard ...
ERICKSON_ATTENTION_FIXATION,RAPPORT,Rapport Building (라포 형성기),"Now, how many fingers do you have?..."
ERICKSON_ILLUSION_OF_CHOICE,RESISTANCE,Resistance Bypassing (저항 우회기),Uncross your legs. Hold your hands on your knees. Does it make any difference if you count from here...
ERICKSON_PERMISSIVE_INQUIRY,RAPPORT,Rapport Building (라포 형성기),Does it make any difference?...
ERICKSON_TRUISM_YES_SET,RAPPORT,Rapport Building (라포 형성기),If you count from there to here will the answer be the same?...
ERICKSON_TRUISM_YES_SET,RAPPORT,Rapport Building (라포 형성기),"If you add the fingers on this hand to the fingers on this hand, will you get the correct number?..."
ERICKSON_UTILIZATION_TRUISM,RAPPORT,Rapport Building (라포 형성기),"I just asked a question. If you add these fingers to these fingers, will you get the correct number?..."
ERICKSON_INTERROGATIVE_DOUBT,RAPPORT,Rapport Building (라포 형성기),You sure?...
ERICKSON_TRUISM_PACING,RAPPORT,Rapport Building (라포 형성기),And you say you’ve got ten fingers....
ERICKSON_CONFUSION_TECHNIQUE,RESISTANCE,Resistance Bypassing (저항 우회기),I think you’ve got eleven....
ERICKSON_CHALLENGE_CONSCIOUS_BELIEF,RAPPORT,Rapport Building (라포 형성기),You believe it?...
ERICKSON_COMPLIANCE_SET,RAPPORT,Rapport Building (라포 형성기),Can you move your chair closer?...
ERICKSON_DIRECT_SUGGESTION_UTILIZATION,ACTION,Call to Action (행동 촉구기),Now you count them....
ERICKSON_TASK_ASSIGNMENT,ACTION,Call to Action (행동 촉구기),"No, I’ll point to them, you count them...."
ERICKSON_YES_SET_TRUISM,RAPPORT,Rapport Building (라포 형성기),"That’s the way you count them. You already agreed that you can count them from this way, or this way..."
ERICKSON_CONFUSION_COUNTING,RESISTANCE,Resistance Bypassing (저항 우회기),"Now, I’m going to count them. Ten, nine, eight, seven, six, and five is eleven...."
ERICKSON_TRUISM_ORIENTATION,RAPPORT,Rapport Building (라포 형성기),And now do you know your right hand from your left hand?...
ERICKSON_CHALLENGE_BELIEF,RAPPORT,Rapport Building (라포 형성기),And do you believe it?...
ERICKSON_CONFUSION_PUN,RESISTANCE,Resistance Bypassing (저항 우회기),"Put that hand behind you. Now, which hand is left?..."
ERICKSON_REFRAMING,RAPPORT,Rapport Building (라포 형성기),"But, it’s a marvelous technique for working with children...."
ERICKSON_PATTERN_INTERRUPTION,RESISTANCE,Resistance Bypassing (저항 우회기),Why?...
ERICKSON_AMBIGUITY_PUN,RAPPORT,Rapport Building (라포 형성기),You mean the English have a right hand that’s left....
ERICKSON_CONFUSION_REFRAMING,RESISTANCE,Resistance Bypassing (저항 우회기),You mean the English have a right hand that can be a left hand....
ERICKSON_UTILIZATION_LINGUISTIC_PRECISION,RAPPORT,Rapport Building (라포 형성기),"These national differences are astonishing. All right, yesterday I emphasized the importance of unde..."
ERICKSON_TRUISM_AND_DATA_OVERLOAD,RAPPORT,Rapport Building (라포 형성기),"Now, every word in any language has usually a lot of different meanings. Now, the word “run” has abo..."
ERICKSON_CONFUSION_AMBIGUITY,RESISTANCE,Resistance Bypassing (저항 우회기),"Yes, “run.” The government can run. A run of luck in cards. The girl can run. A run of fish. A run i..."
ERICKSON_LINGUISTIC_UTILIZATION,RAPPORT,Rapport Building (라포 형성기),"In German you say, “Machen Sie das Pferd los.” Is that right? In English, you say, “Untie the horse...."
